CIT_ID_NO,legal_form_pol,legal_form_pol_english,sector_pol,sector_long,sector,province_pol,province,revenue,revenue_poland,revenue_outside_poland,revenue_outside_poland_other,expenditure,tax_deductible_expenditure_poland,tax_deductible_expenditure_outside_poland,tax_deductible_expenditure_outside_poland_other,tax_deductible_expediture_intellectual_property,tax_deductible_expenditure_on_interest_income,income_art_7_2_total,loss_art_7_2_total,loss_art_7_3_4_a,income,loss,tax_free_income_total,tax_free_income_statistic_purpose_art_17_1_4d_etc,tax_free_income_art_17_1_4,tax_free_income_non_agriculture_art_17_1_4e,tax_free_income_subsidies_art_17_1_21,tax_free_income_art_17_1_23_24,tax_free_income_art_17_1_34,tax_free_income_art_17_1_39,tax_free_income_housing_coops_art_17_1_44,tax_free_income_subsidies_state_local_art_17_1_47,tax_free_income_amounts_government_agencies_art_17_1_48,tax_free_income_agriculture_producer_groups_art_17_1_49,tax_free_income_financial_programs_central_europe_art_17_1_52,tax_free_income_environmental_finances_art_17_1_53,tax_free_income_other_art_17_1,tax_free_income_other,deductions_from_income_total,loss_from_previous_years,deductions_from_income_art_18_1_1,deductions_from_income_art_18_1_7,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,tax_rate,tax,tax_due
180,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,24 Śląskie,Śląskie,8620465.06,8620465.06,0,0,6361935.64,6361935.64,0,0,0,0,2258529.42,0,0,2258529.42,0,510849.52,0,0,0,510849.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747679.9,0,1747680,19,332059.2,332059
181,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,18 Podkarpackie,Podkarpackie,8620270.79,8620270.79,0,0,8289778.93,8289778.93,0,0,0,0,330491.86,0,0,330491.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330491.86,0,330492,19,62793.48,62793
182,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,12 Małopolskie,Małopolskie,8619644.74,8619644.74,0,0,7290565.37,7290565.37,0,0,0,0,1329079.37,0,0,1329079.37,0,590000,0,0,0,0,0,0,0,0,0,0,0,0,590000,0,0,0,0,0,0,739079.37,0,739079,19,140425.01,140425
183,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"A Rolnictwo, leśnictwo, łowiectwo i rybactwo","A Agriculture, forestry, hunting and fishing",Agriculture,02 Dolnośląskie,Dolnośląskie,8619575.44,8619575.44,0,0,8217115.71,8217115.71,0,0,0,0,402459.73,0,0,402459.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402459.73,402459.73,0,0,0,0,0,19,0,0
184,OSP.55 Stowarzyszenia,OSP.55 of the Association,S Pozostała działalność usługowa,S Other service activities,Other Service Activities,02 Dolnośląskie,Dolnośląskie,8619318.05,8619318.05,0,0,8597850.04,8597850.04,0,0,0,0,21468.01,0,0,21468.01,0,21468.01,0,21468.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
185,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,10 Łódzkie,Łódzkie,8618798.92,8618798.92,0,0,9831446.68,9831446.68,0,0,0,0,0,1212647.76,0,0,1212647.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
186,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,14 Mazowieckie,Mazowieckie,8618548.09,8618548.09,0,0,9027104.27,9027104.27,0,0,0,0,0,408556.18,0,0,408556.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
187,OSP.49 Fundusze,OSP.49 Funds,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,18 Podkarpackie,Podkarpackie,8618283.59,8618283.59,0,0,7135770.32,7135770.32,0,0,0,0,1482513.27,0,0,1482513.27,0,1482513.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482513.27,0,0,0,0,0,0,0,19,0,0
188,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8616643.67,8616643.67,0,0,8649442.4,8649442.4,0,0,0,0,0,32798.73,0,0,32798.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
189,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,14 Mazowieckie,Mazowieckie,8616504.33,8616504.33,0,0,6940521.92,6940521.92,0,0,0,0,1675982.41,0,0,1675982.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675982.41,0,1675982,19,318436.58,318437
190,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8614654.77,8614654.77,0,0,8527054.58,8527054.58,0,0,0,0,87600.19,0,0,87600.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87600.19,0,87600,19,16644,16644
191,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,18 Podkarpackie,Podkarpackie,8614350.48,8614350.48,0,0,7275086.72,7275086.72,0,0,0,0,1339263.76,0,0,1339263.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339263.76,0,1339264,19,254460.16,254460
192,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8614325.04,8614325.04,0,0,7472867.8,7472867.8,0,0,0,0,1141457.24,0,0,1141457.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376327.36,376327.36,0,0,765129.88,0,765130,19,145374.7,145375
193,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,18 Podkarpackie,Podkarpackie,8614263.82,8614263.82,0,0,9186489.19,9186489.19,0,0,0,0,0,572225.37,0,0,572225.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
194,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,32 Zachodniopomorskie,Zachodniopomorskie,8613505.87,8613505.87,0,0,9220298.62,9220298.62,0,0,0,0,0,606792.75,0,0,606792.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
195,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,32 Zachodniopomorskie,Zachodniopomorskie,8613390.4,8613390.4,0,0,7664677.56,7664677.56,0,0,0,0,948712.84,0,0,948712.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435620.81,435620.81,0,0,513092.03,0,513092,19,97487.48,97487
196,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8613270.17,8613270.17,0,0,7411779.79,7411779.79,0,0,0,0,1201490.38,0,0,1201490.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201490.38,0,1201490,19,228283.1,228283
197,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8613195.19,8613195.19,0,0,7560557.94,7560557.94,0,0,0,0,1052637.25,0,0,1052637.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052637.25,0,1052637,19,200001.03,200001
198,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,24 Śląskie,Śląskie,8613145.35,8613145.35,0,0,8437665.38,8437665.38,0,0,0,0,175479.97,0,0,175479.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175479.97,0,175480,19,33341.2,33341
199,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8613115.36,8613115.36,0,0,7831638.78,7831638.78,0,0,0,0,781476.58,0,0,781476.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781476.58,0,781477,19,148480.63,148481
200,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,18 Podkarpackie,Podkarpackie,8613005.88,8613005.88,0,0,8608845.1,8608845.1,0,0,0,0,4160.78,0,0,4160.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160.78,4160.78,0,0,0,0,0,19,0,0
201,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8612417.09,8612417.09,0,0,8426898.23,8426898.23,0,0,0,0,185518.86,0,0,185518.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174171.2,174171.2,0,0,11347.66,0,11348,19,2156.12,2156
202,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8612392.14,8612392.14,0,0,9099489.05,9099489.05,0,0,0,0,0,487096.91,0,0,487096.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
203,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8612211.39,8612211.39,0,0,8701592.96,8701592.96,0,0,0,0,0,89381.57,0,0,89381.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
204,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,32 Zachodniopomorskie,Zachodniopomorskie,8611914.38,8611914.38,0,0,8236597.16,8236597.16,0,0,0,0,375317.22,0,0,375317.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375317.22,375317.22,0,0,0,0,0,19,0,0
205,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,10 Łódzkie,Łódzkie,8611893,8611893,0,0,10615030,10615030,0,0,0,0,0,2003137,0,0,2003137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
206,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8611478.68,8611478.68,0,0,7768297.05,7768297.05,0,0,0,0,843181.63,0,0,843181.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605621.03,605621.03,0,0,237560.6,0,237561,19,45136.59,45137
207,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8609819.71,8609819.71,0,0,8208687.4,8208687.4,0,0,0,0,401132.31,0,0,401132.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401132.31,0,401132,19,76215.08,76215
208,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,24 Śląskie,Śląskie,8609579.69,8609579.69,0,0,9898612.14,9898612.14,0,0,0,0,0,1289032.45,0,0,1289032.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
209,OSP.48 Fundacje,OSP.48 Foundations,P Edukacja,P Education,Education,32 Zachodniopomorskie,Zachodniopomorskie,8609140.64,8609140.64,0,0,2533637.32,2533637.32,0,0,0,0,6075503.32,0,0,6075503.32,0,6071313.8,0,306165.21,0,74918.43,0,0,0,0,5690230.16,0,0,0,0,0,0,0,0,0,0,4189.52,0,4190,19,796.1,796
210,OSP.40 Spółdzielnie,OSP.40 Cooperatives,#NAME?,Not determined,Not determined,02 Dolnośląskie,Dolnośląskie,8609081.07,8609081.07,0,0,8961979.2,8961979.2,0,0,0,0,0,352898.13,0,0,352898.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
211,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8608318.03,8608318.03,0,0,8594713.54,8594713.54,0,0,0,0,13604.49,0,0,13604.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13604.49,13604.49,0,0,0,0,0,19,0,0
212,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8608176.11,8608176.11,0,0,8215292.67,8215292.67,0,0,0,0,392883.44,0,0,392883.44,0,39288.34,39288.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353595.1,0,353595,19,67183.05,67183
213,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,30 Wielkopolskie,Wielkopolskie,8607806.37,8607806.37,0,0,4051426.45,4051426.45,0,0,0,0,4556379.92,0,0,4556379.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,0,4526379.92,0,4526380,19,860012.2,860012
214,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,18 Podkarpackie,Podkarpackie,8607162.52,8607162.52,0,0,8530878.56,8530878.56,0,0,0,0,76283.96,0,0,76283.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76283.96,0,76284,19,14493.96,14494
215,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8606615.01,8606615.01,0,0,8393526.32,8393526.32,0,0,0,0,213088.69,0,0,213088.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160732.65,160732.65,0,0,52356.04,0,52356,19,9947.64,9948
216,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8606078.27,8606078.27,0,0,6792402.62,6792402.62,0,0,0,0,1813675.65,0,0,1813675.65,0,1484265.79,0,0,0,0,0,758495.19,0,0,0,0,0,0,725770.6,0,0,0,0,0,0,329409.86,0,329410,19,62587.9,62588
217,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8605997,8605997,0,0,8587102.6,8587102.6,0,0,0,0,18894.4,0,0,18894.4,0,18894,0,0,0,0,0,0,0,0,0,0,18894,0,0,0,0,0,0,0,0,0.4,0,0,19,0,0
218,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,20 Podlaskie,Podlaskie,8605335.03,8605335.03,0,0,8401144.06,8401144.06,0,0,0,0,204190.97,0,0,204190.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204190.97,204190.97,0,0,0,0,0,19,0,0
219,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8604172.06,8604172.06,0,0,8276314.9,8276314.9,0,0,0,0,327857.16,0,0,327857.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13467.04,13467.04,0,0,314390.12,0,314390,19,59734.1,59734
220,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,32 Zachodniopomorskie,Zachodniopomorskie,8602686.39,8602686.39,0,0,5839574.68,5839574.68,0,0,0,0,2763111.71,0,0,2763111.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579344,579344,0,0,2183767.71,0,2183768,19,414915.92,414916
221,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,20 Podlaskie,Podlaskie,8602296.28,8602296.28,0,0,7549220.02,7549220.02,0,0,0,0,1053076.26,0,0,1053076.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053076.26,0,1053076,19,200084.44,200084
222,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,20 Podlaskie,Podlaskie,8602219.55,8602219.55,0,0,8533830.63,8533830.63,0,0,0,0,68388.92,0,0,68388.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68388.92,0,68389,19,12993.91,12994
223,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8601995.57,8601995.57,0,0,8562308.73,8562308.73,0,0,0,0,39686.84,0,0,39686.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26249.53,26249.53,0,0,13437.31,0,13437,19,2553.03,2553
224,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8601941.82,8601941.82,0,0,8580322.76,8580322.76,0,0,0,0,21619.06,0,0,21619.06,0,21619.06,0,0,0,0,0,0,0,0,0,0,21619.06,0,0,0,0,0,0,0,0,0,0,0,19,0,0
225,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8601817.33,8601817.33,0,0,8947320.02,8947320.02,0,0,0,0,0,345502.69,0,0,345502.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
226,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,20 Podlaskie,Podlaskie,8600741.13,8600741.13,0,0,7315017.93,7315017.93,0,0,0,0,1285723.2,0,0,1285723.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285723.2,0,1285723,19,244287.37,244287
227,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,14 Mazowieckie,Mazowieckie,8600334.15,8600334.15,0,0,8484790.46,8484790.46,0,0,0,0,115543.69,0,0,115543.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115543.69,0,115544,19,21953.36,21953
228,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,20 Podlaskie,Podlaskie,8599603.76,8599603.76,0,0,8425807.15,8425807.15,0,0,0,0,173796.61,0,0,173796.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173796.61,0,173797,19,33021.43,33021
229,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,02 Dolnośląskie,Dolnośląskie,8598384.2,8598384.2,0,0,8896310.87,8896310.87,0,0,0,0,0,297926.67,0,0,297926.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
230,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"D Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","D Production and supply of electricity, gas, steam, hot water and air for air conditioning systems",Utilities,24 Śląskie,Śląskie,8598168.34,8598168.34,0,0,8198695.48,8198695.48,0,0,0,0,399472.86,0,0,399472.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,397472.86,0,397473,19,75519.87,75520
231,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,32 Zachodniopomorskie,Zachodniopomorskie,8598069.72,8598069.72,0,0,8550959.47,8550959.47,0,0,0,0,47110.25,0,0,47110.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47110.25,0,47110,19,8950.9,8951
232,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,14 Mazowieckie,Mazowieckie,8597862.66,8597862.66,0,0,8628855.52,8628855.52,0,0,0,0,0,30992.86,395708.49,364715.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364715.63,0,364716,19,69296.04,69296
233,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8597755.21,8597755.21,0,0,8536713.2,8536713.2,0,0,0,0,61042.01,0,0,61042.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61042.01,0,61042,19,11597.98,11598
234,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,20 Podlaskie,Podlaskie,8597655.91,8597655.91,0,0,7713521.05,7713521.05,0,0,0,0,884134.86,0,0,884134.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884134.86,884134.86,0,0,0,0,0,19,0,0
235,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8597381.97,8597381.97,0,0,8275611.18,8275611.18,0,0,0,0,321770.79,0,0,321770.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321770.79,0,321771,19,61136.49,61136
236,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8597095.33,8597095.33,0,0,7919414.82,7919414.82,0,0,0,0,677680.51,0,0,677680.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677680.51,0,677681,19,128759.39,128759
237,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,14 Mazowieckie,Mazowieckie,8596533.72,8596533.72,0,0,7549940,7549940,0,0,0,0,1046593.72,0,0,1046593.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046593.72,0,1046594,19,198852.86,198853
238,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8595042.65,8595042.65,0,0,7216329.92,7216329.92,0,0,0,0,1378712.73,0,0,1378712.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378712.73,0,1378713,19,261955.47,261955
239,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,30 Wielkopolskie,Wielkopolskie,8594666.1,8594666.1,0,0,6439130.75,6439130.75,0,0,0,0,2155535.35,0,0,2155535.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155535.35,0,2155535,19,409551.65,409552
